strategy,day,date,initial_cost,increase_cost,refund,penalty,adjustment_net,emergency_cost,total_cost,initial_kwh,effective_kwh,increase_kwh,cancel_kwh,emergency_kwh,charge_kwh,discharge_kwh,spill_kwh,E_start,E_end
A43_111,280,2025-10-08,39288.857512495684,123.11868882176677,1481.4861663628876,740.7430831814438,-617.6243943596771,2951.978451592081,41623.21156972808,62837.691052828,60575.37750567463,64.69545667311252,2327.00900382648,519.5292001048807,20017.511454087067,16868.954165887702,1467.8537509134762,2092.2178448937243,1364.6957470301888
A43_update_only,280,2025-10-08,39162.02390684012,0.0,0.0,0.0,0.0,1718.6001571074976,40880.62406394762,62530.066493876846,62530.066493876846,0.0,0.0,272.9943286255409,19656.218860034387,16701.46371610528,3369.8100119066075,2369.0799479497628,1502.4950151970636
A43_adjust_only,280,2025-10-08,39162.02390684012,0.0,427.0153842773681,213.50769213868406,-213.50769213868406,1710.1491571074978,40658.66537180894,62530.066493876846,61608.97944998025,0.0,921.0870438965992,272.9943286255409,19656.21886003439,16701.46371610528,2448.722968010008,2369.0799479497628,1502.4950151970636
A42,281,2025-10-09,40250.859915329376,0.0,0.0,0.0,0.0,4.220275123811845e-11,40250.85991532942,64466.67019587884,64466.67019587884,0.0,0.0,9.823364344185848e-12,20898.6748040744,16974.238416568765,4782.252125039883,1484.1201522340211,1432.6625686023515
B42,281,2025-10-09,40250.859915329376,0.0,0.0,0.0,0.0,4.220275123811845e-11,40250.85991532942,64466.67019587884,64466.67019587884,0.0,0.0,9.823364344185848e-12,20898.6748040744,16974.238416568765,4782.252125039883,1484.1201522340211,1432.6625686023515
B43,281,2025-10-09,46147.430225362725,0.0,7882.81619726433,3941.408098632165,-3941.408098632165,562.2259258516613,42768.248052582225,73608.89654208145,60402.61049089345,0.0,13206.286051187984,145.6078991243316,21287.708093148092,17372.400354518017,872.9289680543709,1364.6957470301888,1220.9659702879019
A43_000,281,2025-10-09,46087.104767965226,0.0,0.0,0.0,0.0,2.4972069301298914e-11,46087.10476796525,73455.78624411827,73455.78624411827,0.0,0.0,4.9178439098795934e-12,19940.450195811445,16141.587282468268,13896.941647441741,1502.4950151970636,1513.8032109070666
A43_001,281,2025-10-09,46087.104767965226,0.0,7605.959737257152,3802.979868628576,-3802.979868628576,2.3382637603930334e-11,42284.12489933667,73455.78624411827,60628.38480478199,0.0,12827.40143933626,5.020872606564808e-12,21376.321988709737,17380.847835315453,872.928968054373,1502.4950151970636,1429.1316546853234
A43_010,281,2025-10-09,46087.104767965226,0.0,3794.8838561662265,1897.4419280831132,-1897.4419280831132,206.85348695987324,44396.516326841986,73455.78624411827,67005.39918265771,0.0,6450.387061460544,31.759171178334384,19938.89669008426,16268.837549311094,7607.117529729538,1502.4950151970636,1371.0158703716802
A43_011,281,2025-10-09,46087.104767965226,0.0,7605.959737257152,3802.979868628576,-3802.979868628576,2.3382637603930334e-11,42284.12489933667,73455.78624411827,60628.38480478199,0.0,12827.40143933626,5.020872606564808e-12,21376.321988709737,17380.847835315453,872.928968054373,1502.4950151970636,1429.1316546853234
A43_100,281,2025-10-09,46147.430225362725,0.0,373.59032612827144,186.79516306413572,-186.79516306413572,562.2259258516626,46522.86098815025,73608.89654208145,73153.80752963015,0.0,455.0890124512953,145.60789912433145,19851.8363002498,16209.344202270398,13896.94164744174,1364.6957470301888,1220.9659702879019
A43_101,281,2025-10-09,46147.430225362725,0.0,7882.81619726433,3941.408098632165,-3941.408098632165,562.2259258516613,42768.248052582225,73608.89654208145,60402.61049089345,0.0,13206.286051187984,145.6078991243316,21287.708093148092,17372.400354518017,872.9289680543709,1364.6957470301888,1220.9659702879019
A43_110,281,2025-10-09,46147.430225362725,31.811439881095758,3971.541285745942,1985.770642872971,-1953.9592029918751,573.0045516886245,44766.47557405947,73608.89654208145,66875.09062945575,16.643875833775837,6750.449788459475,147.17081159253433,19918.52119501822,16263.358967032817,7607.117529729536,1364.6957470301888,1220.9659702879019
A43_111,281,2025-10-09,46147.430225362725,0.0,7882.81619726433,3941.408098632165,-3941.408098632165,562.2259258516613,42768.248052582225,73608.89654208145,60402.61049089345,0.0,13206.286051187984,145.6078991243316,21287.708093148092,17372.400354518017,872.9289680543709,1364.6957470301888,1220.9659702879019
A43_update_only,281,2025-10-09,46087.104767965226,0.0,0.0,0.0,0.0,2.4972069301298914e-11,46087.10476796525,73455.78624411827,73455.78624411827,0.0,0.0,4.9178439098795934e-12,19940.450195811445,16141.587282468268,13896.941647441741,1502.4950151970636,1513.8032109070666
A43_adjust_only,281,2025-10-09,46087.104767965226,0.0,1179.4136412622775,589.7068206311387,-589.7068206311387,2.4972069301298914e-11,45497.39794733411,73455.78624411827,70427.5280956267,0.0,3028.2581484915627,4.9178439098795934e-12,19940.450195811445,16141.587282468268,10868.683498950177,1502.4950151970636,1513.8032109070666
A42,282,2025-10-10,13496.04250145669,0.0,0.0,0.0,0.0,1.6027527971473885e-11,13496.042501456706,33148.056932264866,33148.056932264866,0.0,0.0,3.4510172497448366e-12,15848.780876287803,12586.3208199669,20541.985959277295,1432.6625686023515,1711.7644461870404
B42,282,2025-10-10,13496.04250145669,0.0,0.0,0.0,0.0,1.6027527971473885e-11,13496.042501456706,33148.056932264866,33148.056932264866,0.0,0.0,3.4510172497448366e-12,15848.780876287803,12586.3208199669,20541.985959277295,1432.6625686023515,1711.7644461870404
B43,282,2025-10-10,14074.301381784837,254.68884432123156,760.0593635804781,380.02968179023907,-125.34083746900751,17.107227953840987,13966.067772269671,34299.0960120418,33264.99304039329,149.72889142929546,1183.8318630778078,4.2094556973029285,16013.899255629718,12686.076332885794,20597.768656680004,1220.9659702879019,1537.8349304815447
A43_000,282,2025-10-10,13968.079052903357,0.0,0.0,0.0,0.0,1.1927920873233689e-11,13968.07905290337,33973.72130024273,33973.72130024273,0.0,0.0,2.6689761511988763e-12,15909.938531139915,12406.673089961416,21126.844942397565,1513.8032109070666,2047.5555667536382
A43_001,282,2025-10-10,14000.094309105867,45.96445270722087,178.25713469750872,89.12856734875436,-43.1641146415335,1.037241936785449e-11,13956.930194464345,34067.80080715578,33810.59271173271,41.629295015076195,298.8373904381502,2.2595258997171186e-12,16004.018038052962,12383.919976458583,20846.883733471663,1429.1316546853234,2072.8368039790066
A43_010,282,2025-10-10,14022.068532885793,0.0,623.1663666571847,311.5831833285923,-311.5831833285923,1.6217667209161847e-11,13710.485349557217,34132.37390083761,33169.7551433629,0.0,962.6187574747071,3.770317391627032e-12,16116.466269536275,12627.097814724442,20336.7757718844,1371.0158703716802,1845.72682992717
A43_011,282,2025-10-10,14000.094309105867,45.96445270722087,653.8093351286652,326.9046675643326,-280.94021485711176,1.6217667209161847e-11,13719.154094248772,34067.80080715578,33105.18204968107,41.629295015076195,1004.2480524897832,3.770317391627032e-12,16051.89317585445,12627.097814724442,20336.7757718844,1429.1316546853234,1845.72682992717
A43_100,282,2025-10-10,14074.301381784837,0.0,309.73474999966413,154.86737499983207,-154.86737499983207,17.10722795383962,13936.541234738845,34299.0960120418,33794.06932611085,0.0,505.02668593094506,4.209455697302794,16013.899255629718,12686.076332885794,21126.844942397565,1220.9659702879019,1537.8349304815447
A43_101,282,2025-10-10,14074.301381784837,45.96445270722087,506.48561535227435,253.24280767613718,-207.27835496891632,17.10722795383795,13884.13025476976,34299.0960120418,33514.10811718495,41.629295015076195,826.6171898719268,4.2094556973023565,16013.899255629718,12686.076332885794,20846.883733471663,1220.9659702879019,1537.8349304815447
A43_110,282,2025-10-10,14074.301381784837,0.0,785.2593590935508,392.6296795467754,-392.6296795467754,17.107227953843935,13698.778930191906,34299.0960120418,33013.096431779966,0.0,1285.9995802618307,4.209455697303903,16061.774393431206,12724.855194505002,20336.7757718844,1220.9659702879019,1537.8349304815447
A43_111,282,2025-10-10,14074.301381784837,45.96445270722087,815.9023275650313,407.95116378251566,-361.9867110752948,17.107227953843935,13729.421898663388,34299.0960120418,33013.096431779966,41.629295015076195,1327.628875276907,4.209455697303903,16061.774393431206,12724.855194505002,20336.7757718844,1220.9659702879019,1537.8349304815447
A43_update_only,282,2025-10-10,13968.079052903357,0.0,0.0,0.0,0.0,1.1927920873233689e-11,13968.07905290337,33973.72130024273,33973.72130024273,0.0,0.0,2.6689761511988763e-12,15909.938531139915,12406.673089961416,21126.844942397565,1513.8032109070666,2047.5555667536382
A43_adjust_only,282,2025-10-10,13968.079052903357,343.46301973966234,708.0148286898636,354.0074143449318,-10.544394605269474,17.10722795384001,13974.641886251926,33973.72130024273,33115.89528777102,218.71749593381244,1076.543508405527,4.209455697302673,15688.524543830648,12686.076332885794,20774.045615856798,1513.8032109070666,1537.8349304815447
A42,283,2025-10-11,13480.728048475108,0.0,0.0,0.0,0.0,794.8258546150987,14275.553903090207,33000.739116838515,33000.739116838515,0.0,0.0,156.06877630253462,15954.922308580972,12897.942567557457,15993.514568784198,1711.7644461870404,1740.1472266238516
B42,283,2025-10-11,13480.728048475108,0.0,0.0,0.0,0.0,794.8258546150987,14275.553903090207,33000.739116838515,33000.739116838515,0.0,0.0,156.06877630253462,15954.922308580972,12897.942567557457,15993.514568784198,1711.7644461870404,1740.1472266238516
B43,283,2025-10-11,13977.68893797747,0.0,540.1489930639887,270.0744965319943,-270.0744965319943,1145.0649650237017,14852.679406469175,34075.042659973464,33206.31211288145,0.0,868.7305470920128,263.41101540472636,16036.189848788865,12878.714573685033,16205.934269849009,1537.8349304815447,1660.722934741485
A43_000,283,2025-10-11,13772.314443292353,0.0,0.0,0.0,0.0,43.3363959903147,13815.650839282667,33508.68639744892,33508.68639744892,0.0,0.0,8.464966498743607,15747.762351609397,12874.00519308295,16537.080622087877,2047.5555667536382,1916.0914686654812
A43_001,283,2025-10-11,13763.45196513168,0.0,0.0,0.0,0.0,43.3363959903147,13806.788361121995,33480.59613386517,33480.59613386517,0.0,0.0,8.464966498743607,15719.672088025654,12874.00519308295,16537.080622087877,2072.8368039790066,1916.0914686654812
A43_010,283,2025-10-11,13846.287517336285,0.0,262.82554260767904,131.41277130383952,-131.41277130383952,412.36249525128443,14127.237241283729,33732.94054947833,33329.71174792586,0.0,403.22880155246696,80.54741581234254,15972.016503638806,12874.00519308295,16205.934269849009,1845.72682992717,1916.0914686654812
A43_011,283,2025-10-11,13846.287517336285,0.0,262.82554260767904,131.41277130383952,-131.41277130383952,412.36249525128443,14127.237241283729,33732.94054947833,33329.71174792586,0.0,403.22880155246696,80.54741581234254,15972.016503638806,12874.00519308295,16205.934269849009,1845.72682992717,1916.0914686654812
A43_100,283,2025-10-11,13977.68893797747,0.0,335.04707586663955,167.52353793331977,-167.52353793331977,1064.6569928143822,14874.82239285853,34075.042659973464,33537.45846512032,0.0,537.5841948531447,263.41101540472636,16036.189848788865,12878.71457368503,16537.080622087877,1537.8349304815447,1660.722934741485
A43_101,283,2025-10-11,13977.68893797747,0.0,335.04707586663955,167.52353793331977,-167.52353793331977,1064.6569928143822,14874.82239285853,34075.042659973464,33537.45846512032,0.0,537.5841948531447,263.41101540472636,16036.189848788865,12878.71457368503,16537.080622087877,1537.8349304815447,1660.722934741485
A43_110,283,2025-10-11,13977.68893797747,0.0,540.1489930639887,270.0744965319943,-270.0744965319943,1145.118768171059,14852.733209616534,34075.042659973464,33206.31211288145,0.0,868.7305470920128,263.41101540472636,16036.189848788865,12878.714573685033,16205.934269849009,1537.8349304815447,1660.722934741485
A43_111,283,2025-10-11,13977.68893797747,0.0,540.1489930639887,270.0744965319943,-270.0744965319943,1145.118768171059,14852.733209616534,34075.042659973464,33206.31211288145,0.0,868.7305470920128,263.41101540472636,16036.189848788865,12878.714573685033,16205.934269849009,1537.8349304815447,1660.722934741485
A43_update_only,283,2025-10-11,13772.314443292353,0.0,0.0,0.0,0.0,43.3363959903147,13815.650839282667,33508.68639744892,33508.68639744892,0.0,0.0,8.464966498743607,15747.762351609397,12874.00519308295,16537.080622087877,2047.5555667536382,1916.0914686654812
A43_adjust_only,283,2025-10-11,13977.68893797747,281.9999195718803,698.4959333124825,349.24796665624126,-67.24804708436096,1474.5013452217263,15384.942236114835,34075.042659973464,33197.097333843485,183.6116284610348,1061.556954591016,288.3618720957824,16061.14070547992,12878.71457368503,16196.71949081104,1537.8349304815447,1683.1787057634358
A42,284,2025-10-12,41385.15914038795,0.0,0.0,0.0,0.0,589.8305504183378,41974.98969080629,66908.41089802556,66908.41089802556,0.0,0.0,91.53549864929077,19808.933071321648,16400.157512102614,5076.214854122468,1740.1472266238516,1345.789755143759
B42,284,2025-10-12,41385.15914038795,0.0,0.0,0.0,0.0,588.1613465710157,41973.32048695897,66908.41089802556,66908.41089802556,0.0,0.0,91.53549864929077,19808.933071321648,16400.15751210261,5076.214854122468,1740.1472266238516,1345.789755143759
B43,284,2025-10-12,41200.33778879323,934.9320934698712,3212.156328081896,1606.078164040948,-671.1460705710767,2760.1600679998764,43289.351786222025,67070.13683567557,62853.536155078145,490.1462019334864,4706.746882530919,545.5828357153508,20657.824043931472,17144.54613241918,1370.8850959478532,1660.722934741485,1203.2688715918353
A43_000,284,2025-10-12,41093.60025634864,0.0,0.0,0.0,0.0,1310.9632439728819,42404.56350032152,66786.39402020446,66786.39402020446,0.0,0.0,206.95448521669326,19778.451892175333,16488.919321278678,5188.859951191163,1916.0914686654812,1395.6767035358585
A43_001,284,2025-10-12,41093.60025634864,0.0,1980.8995121430555,990.4497560715278,-990.4497560715278,3682.2280372252103,43785.37853750232,66786.39402020446,64465.165641625674,0.0,2321.2283785788,630.1041096060787,20420.931529907084,17182.494876591016,3341.8771145823353,1916.0914686654812,1203.2688715918353
A43_010,284,2025-10-12,41093.60025634864,0.0,1051.1489204726904,525.5744602363452,-525.5744602363452,1986.9692426542322,42554.99503876653,66786.39402020446,64501.06287665342,0.0,2285.3311435510454,311.5265323481573,19729.555158829073,16449.31296726821,3017.3912341073715,1916.0914686654812,1395.6767035358585
A43_011,284,2025-10-12,41093.60025634864,5.698067362014884,3210.764033372275,1605.3820166861376,-1599.6839493241225,5878.255418926905,45372.171725951426,66786.39402020446,62086.1802272079,4.199843272084308,4704.413636268653,1029.5121029830232,20375.247851591503,17145.396600681775,1370.8850959478527,1916.0914686654812,1203.3738676736373
A43_100,284,2025-10-12,41200.33778879323,14.11457006722868,181.06343973955757,90.53171986977878,-76.41714980255011,1513.067067997794,42636.987706988475,67070.13683567557,66774.11082067879,7.405141558316245,303.4311565550969,294.0777211794933,19874.111916676124,16509.739309342345,5188.859951191163,1660.722934741485,1203.2688715918353
A43_101,284,2025-10-12,41200.33778879323,625.6796846706179,1980.8995121430555,990.4497560715278,-364.77007140090984,1568.4046780104702,42403.97239540279,67070.13683567557,65075.57213707431,326.6636799775297,2321.2283785788,303.440429628549,20704.67434537819,17182.494876591016,3341.8771145823357,1660.722934741485,1203.2688715918353
A43_110,284,2025-10-12,41200.33778879323,213.4341205021566,1232.2123602122479,616.1061801061239,-402.67205960396734,1513.0670679977925,42310.732797187055,67070.13683567557,64593.35172425921,111.97718868978075,2588.762300106143,294.0777211794928,19825.215183329863,16470.132955331876,3017.3912341073715,1660.722934741485,1203.2688715918353
A43_111,284,2025-10-12,41200.33778879323,956.2845613385921,3212.156328081896,1606.078164040948,-649.7936027023559,2667.868999710713,43218.41318580159,67070.13683567557,62864.73862503891,501.34867189425387,4706.746882530919,534.3803657545835,20657.824043931472,17144.54613241918,1370.8850959478532,1660.722934741485,1203.2688715918353
A43_update_only,284,2025-10-12,41093.60025634864,0.0,0.0,0.0,0.0,1308.8572439728819,42402.45750032152,66786.39402020446,66786.39402020446,0.0,0.0,206.95448521669326,19778.451892175333,16488.919321278678,5188.859951191163,1916.0914686654812,1395.6767035358585
A43_adjust_only,284,2025-10-12,41190.02060955148,14.153447060410057,1144.5937526550624,572.2968763275312,-558.1434292671211,1515.1730679977936,42147.05024828215,67045.18597898452,64570.05127792807,7.405141558316359,2482.5398426147676,294.0777211794932,19849.16105998507,16509.739309342345,3009.751265131493,1683.1787057634358,1203.2688715918353
A42,285,2025-10-13,41811.8290294014,0.0,0.0,0.0,0.0,2.112747665705683e-11,41811.82902940142,66400.99802550045,66400.99802550045,0.0,0.0,4.217071136736195e-12,20718.638265492973,16449.068266083934,5104.032726091403,1345.789755143759,1715.8216762164004
B42,285,2025-10-13,41811.8290294014,0.0,0.0,0.0,0.0,2.112747665705683e-11,41811.82902940142,66400.99802550045,66400.99802550045,0.0,0.0,4.217071136736195e-12,20718.638265492973,16449.068266083934,5104.032726091403,1345.789755143759,1715.8216762164004
B43,285,2025-10-13,43865.5683968572,1096.4946940590587,5315.380579548881,2657.6902897744403,-1561.1955957153814,1811.1222268043248,44115.49502794614,70279.04449663521,61796.00247055388,650.4106535006288,9133.45267958195,384.6421955914638,21117.33872029028,16784.44093519647,820.3515810515379,1203.2688715918353,1559.4949029681216
A43_000,285,2025-10-13,43765.90113991019,0.0,0.0,0.0,0.0,3.009798277275877e-11,43765.90113991022,70065.2580166974,70065.2580166974,0.0,0.0,6.538769525832322e-12,21797.044055911534,17031.266191530958,8272.08485231683,1395.6767035358585,2089.3872521551752
A43_001,285,2025-10-13,43865.5683968572,0.0,4913.550132069986,2456.775066034993,-2456.775066034993,2848.769142490887,44257.56247331309,70279.04449663521,62083.778880263955,0.0,8195.265616371245,492.7591071364125,21609.38853897424,17242.74685449792,1182.5010029240452,1203.2688715918353,1493.1109405598531
A43_010,285,2025-10-13,43765.90113991019,0.0,2874.417243178461,1437.2086215892305,-1437.2086215892305,2.995527736970871e-11,42328.69251832098,70065.2580166974,65322.6803859677,0.0,4742.577630729695,6.6346927951599355e-12,21846.967218238173,17125.665146398922,3573.9830141284565,1395.6767035358585,2029.4303706180824
A43_011,285,2025-10-13,43865.51400888682,260.6040170409109,5315.380579548881,2657.6902897744403,-2397.0862727335298,4144.041087860979,45612.468824014264,70278.9278343221,61354.00138087939,208.52622613925234,9133.45267958195,766.1431277375357,21117.222057977167,16844.824430411776,820.3515810515379,1203.3738676736373,1492.402130506672
A43_100,285,2025-10-13,43865.5683968572,0.0,0.0,0.0,0.0,3.009798277275877e-11,43865.56839685723,70279.04449663521,70279.04449663521,0.0,0.0,6.538769525832322e-12,22010.830535849334,17031.266191530958,8272.08485231683,1203.2688715918353,2089.3872521551752
A43_101,285,2025-10-13,43865.5683968572,789.7055301353801,4914.587462456704,2457.293731228352,-1667.5882010929718,686.0028039486328,42883.98299971286,70279.04449663521,62499.4978886125,417.46915662801257,8197.015764650705,136.51964241682276,21607.988420350674,17181.86719224539,1182.5010029240452,1203.2688715918353,1559.4949029681216
A43_110,285,2025-10-13,43865.5683968572,0.0,2874.417243178461,1437.2086215892305,-1437.2086215892305,2.995527736970871e-11,42428.35977526799,70279.04449663521,65536.4668659055,0.0,4742.577630729695,6.6346927951599355e-12,22060.753698175973,17125.665146398922,3573.9830141284565,1203.2688715918353,2029.4303706180824
A43_111,285,2025-10-13,43865.5683968572,1134.6705771444456,5315.380579548881,2657.6902897744403,-1523.0197126299945,1699.9133859817493,44042.46207020896,70279.04449663521,61816.18373193172,670.5919148784666,9133.45267958195,364.460934213626,21117.33872029028,16784.44093519647,820.3515810515379,1203.2688715918353,1559.4949029681216
A43_update_only,285,2025-10-13,43765.90113991019,0.0,0.0,0.0,0.0,3.009798277275877e-11,43765.90113991022,70065.2580166974,70065.2580166974,0.0,0.0,6.538769525832322e-12,21797.044055911534,17031.266191530958,8272.08485231683,1395.6767035358585,2089.3872521551752
A43_adjust_only,285,2025-10-13,43865.5683968572,0.0,491.08287200352635,245.54143600176317,-245.54143600176317,3.009798277275877e-11,43620.02696085546,70279.04449663521,69129.6333519652,0.0,1149.4111446700038,6.538769525832322e-12,22010.830535849334,17031.266191530958,7122.673707646827,1203.2688715918353,2089.3872521551752
A42,286,2025-10-14,42200.47524517963,0.0,0.0,0.0,0.0,2.1777857739380126e-11,42200.47524517965,66476.57585006245,66476.57585006245,0.0,0.0,5.102140931967369e-12,21236.654215244933,17354.851678076724,1820.9440295609168,1715.8216762164004,1545.6419387404756
B42,286,2025-10-14,42200.47524517963,0.0,0.0,0.0,0.0,2.1777857739380126e-11,42200.47524517965,66476.57585006245,66476.57585006245,0.0,0.0,5.102140931967369e-12,21236.654215244933,17354.851678076724,1820.9440295609168,1715.8216762164004,1545.6419387404756
B43,286,2025-10-14,46147.26833120159,3468.583425070483,6411.9620603888525,3205.9810301944262,262.6023948760567,613.543363266418,47023.414089344056,72640.06763568336,65971.40302202417,4259.325720250883,10927.990333910057,120.8199669553172,21335.17860795583,17487.479235403287,1470.694333093621,1559.4949029681216,1330.6231663469316
A43_000,286,2025-10-14,45902.01049812113,0.0,0.0,0.0,0.0,1.7818370251498907e-11,45902.01049812115,72051.29835880885,72051.29835880885,0.0,0.0,3.715749929966705e-12,21031.241862724935,17227.47150812484,7473.698720875427,2089.3872521551752,1875.869919580011
A43_001,286,2025-10-14,46179.29490506566,426.79244838934306,4995.967458535693,2497.9837292678467,-2071.1912808785037,5626.356424414744,49734.460048601904,72713.82759391477,64143.430876138045,380.2407133556952,8950.637431132416,940.8657502505081,20059.45213515783,16277.803132231451,528.8183401288443,1493.1109405598531,1460.1699375002768
A43_010,286,2025-10-14,45928.784576665304,0.0,3065.328390455062,1532.664195227531,-1532.664195227531,2.0813449991274878e-11,44396.120381437795,72117.91711607229,67359.58541893156,0.0,4758.331697140731,4.284184118574785e-12,21121.40440333086,17246.54197263225,2710.893704899623,2029.4303706180824,1875.869919580011
A43_011,286,2025-10-14,46179.636866537985,2040.047803278127,5171.982666872798,2585.991333436399,-545.9435301582721,1.9071756091060266e-11,45633.693336379736,72714.61516064052,66129.20511813872,2662.5579093990536,9247.967951900857,4.163391853495568e-12,21494.31184270017,17326.620020459242,1187.6840125644658,1492.402130506672,1585.4827662043226
A43_100,286,2025-10-14,45902.01049812113,0.0,0.0,0.0,0.0,1.7818370251498907e-11,45902.01049812115,72051.29835880885,72051.29835880885,0.0,0.0,3.715749929966705e-12,21031.241862724935,17227.47150812484,7473.698720875427,2089.3872521551752,1875.869919580011
A43_101,286,2025-10-14,46147.26833120159,2364.4030813136296,5171.982666872798,2585.991333436399,-221.58825212276952,324.48067968867974,46250.16075876749,72640.06763568336,64784.57371077764,1392.4740269951353,9247.967951900857,76.19656365728027,19809.779673271587,16251.657022298848,528.8183401288443,1559.4949029681216,1330.8999174693781
A43_110,286,2025-10-14,45928.784576665304,0.0,3065.328390455062,1532.664195227531,-1532.664195227531,2.0813449991274878e-11,44396.120381437795,72117.91711607229,67359.58541893156,0.0,4758.331697140731,4.284184118574785e-12,21121.40440333086,17246.54197263225,2710.893704899623,2029.4303706180824,1875.869919580011
A43_111,286,2025-10-14,46147.26833120159,2040.047803278127,5171.982666872798,2585.991333436399,-545.9435301582721,1.9071756091060266e-11,45601.32480104334,72640.06763568336,66054.65759318156,2662.5579093990536,9247.967951900857,4.163391853495568e-12,21419.764317743,17326.620020459242,1187.6840125644658,1559.4949029681216,1585.4827662043226
A43_update_only,286,2025-10-14,45902.01049812113,0.0,0.0,0.0,0.0,1.7818370251498907e-11,45902.01049812115,72051.29835880885,72051.29835880885,0.0,0.0,3.715749929966705e-12,21031.241862724935,17227.47150812484,7473.698720875427,2089.3872521551752,1875.869919580011
A43_adjust_only,286,2025-10-14,45902.01049812113,0.0,225.4258101046844,112.7129050523422,-112.7129050523422,1.7818370251498907e-11,45789.297593068804,72051.29835880885,71659.7946773991,0.0,391.5036814097425,3.715749929966705e-12,21063.12186227092,17253.294307757085,7076.137839551948,2089.3872521551752,1875.869919580011
A42,287,2025-10-15,41891.14737675283,0.0,0.0,0.0,0.0,658.0511646987143,42549.198541451544,66201.56791948258,66201.56791948258,0.0,0.0,122.0472156371026,20811.77199436044,16905.389965906732,497.20945666597436,1545.6419387404756,1492.4701048796105
B42,287,2025-10-15,41891.14737675283,0.0,0.0,0.0,0.0,658.0511646987143,42549.198541451544,66201.56791948258,66201.56791948258,0.0,0.0,122.0472156371026,20811.77199436044,16905.389965906732,497.20945666597436,1545.6419387404756,1492.4701048796105
B43,287,2025-10-15,47809.690896268774,150.0579192831738,5778.5678869581425,2889.2839434790712,-2739.2260241958975,2.8005512631157357e-11,45070.46487207291,75490.80735690976,66794.33355371052,247.1996452245341,8943.673448423766,4.921563157012088e-12,21352.74303374684,17297.659787874967,819.2266578386491,1330.6231663469316,1328.4699101913427
A43_000,287,2025-10-15,47543.79594049445,0.0,0.0,0.0,0.0,2.465862608547198e-11,47543.79594049447,74884.97763109521,74884.97763109521,0.0,0.0,4.244549156595667e-12,20715.981192232543,16996.998251039953,9245.971039902628,1875.869919580011,1634.6993803226858
A43_001,287,2025-10-15,47746.472071945944,1.2584395131677442,5606.469198118366,2803.234599059183,-2801.976159546015,2.7085175713370545e-11,44944.495912399965,75346.8665000727,66698.138267829,0.6839716904004263,8649.412203934105,4.76324535370054e-12,21392.082058952372,17186.678425427897,572.7109843045173,1460.1699375002768,1616.7344289708624
A43_010,287,2025-10-15,47543.79594049445,0.0,4412.114413761006,2206.057206880503,-2206.057206880503,2.8839988897022548e-11,45337.73873361398,74884.97763109521,67985.29656842316,0.0,6899.681062672065,5.0190407385741764e-12,20906.60324527047,17215.503632048254,2374.173305200939,1875.869919580011,1563.475471380926
A43_011,287,2025-10-15,47685.31941153837,150.0579192831738,5778.5678869581425,2889.2839434790712,-2739.2260241958975,2.8005512631157357e-11,44946.0933873425,75207.63002373488,66511.15622053563,247.1996452245341,8943.673448423766,4.921563157012088e-12,21069.565700571955,17297.659787874967,819.2266578386491,1585.4827662043226,1328.4699101913427
A43_100,287,2025-10-15,47543.79594049445,0.0,0.0,0.0,0.0,2.465862608547198e-11,47543.79594049447,74884.97763109521,74884.97763109521,0.0,0.0,4.244549156595667e-12,20715.981192232543,16996.998251039953,9245.971039902628,1875.869919580011,1634.6993803226858
A43_101,287,2025-10-15,47809.55584172102,1.2584395131677442,5606.469198118366,2803.234599059183,-2801.976159546015,2.7085175713370545e-11,45007.57968217504,75490.49985566258,66841.77162341888,0.6839716904004263,8649.412203934105,4.76324535370054e-12,21535.71541454226,17186.678425427897,572.7109843045173,1330.8999174693781,1616.7344289708624
A43_110,287,2025-10-15,47543.79594049445,0.0,4412.114413761006,2206.057206880503,-2206.057206880503,2.8839988897022548e-11,45337.73873361398,74884.97763109521,67985.29656842316,0.0,6899.681062672065,5.0190407385741764e-12,20906.60324527047,17215.503632048254,2374.173305200939,1875.869919580011,1563.475471380926
A43_111,287,2025-10-15,47685.31941153837,150.0579192831738,5778.5678869581425,2889.2839434790712,-2739.2260241958975,2.8005512631157357e-11,44946.0933873425,75207.63002373488,66511.15622053563,247.1996452245341,8943.673448423766,4.921563157012088e-12,21069.565700571955,17297.659787874967,819.2266578386491,1585.4827662043226,1328.4699101913427
A43_update_only,287,2025-10-15,47543.79594049445,0.0,0.0,0.0,0.0,2.465862608547198e-11,47543.79594049447,74884.97763109521,74884.97763109521,0.0,0.0,4.244549156595667e-12,20715.981192232543,16996.998251039953,9245.971039902628,1875.869919580011,1634.6993803226858
A43_adjust_only,287,2025-10-15,47543.79594049445,0.0,904.7647354807746,452.3823677403873,-452.3823677403873,2.465862608547198e-11,47091.41357275408,74884.97763109521,73040.78814175884,0.0,1844.1894893363776,4.244549156595667e-12,20715.98119223254,16996.998251039953,7401.781550566251,1875.869919580011,1634.6993803226858
A42,288,2025-10-16,42204.07924228284,0.0,0.0,0.0,0.0,12756.91161535974,54960.99085764258,67529.33877021304,67529.33877021304,0.0,0.0,2347.641815931487,21856.41591480974,17612.988924245165,2667.0806455799534,1492.4701048796105,1593.2567346026399
